og	pval	id	contig	start	stop	pos
OG0001323:	1	LF82|999|DNA-damage-inducible_protein_I|NC_011993|1097902|1098147	NC_011993	1097902	1098147	1098024.5
OG0001324:	1	LF82|1000|Dihydroorotase|NC_011993|1098221|1099267	NC_011993	1098221	1099267	1098744
OG0001325:	1	LF82|1005|hypothetical_protein|NC_011993|1102817|1103464	NC_011993	1102817	1103464	1103140.5
OG0001326:	1	LF82|1006|Putative_oxidoreductase_YceM|NC_011993|1103466|1104389	NC_011993	1103466	1104389	1103927.5
OG0001327:	1	LF82|1007|putative_peptidoglycan_biosynthesis_protein_MurJ|NC_011993|1104499|1106034	NC_011993	1104499	1106034	1105266.5
OG0001328:	1	LF82|1008|flagella_synthesis_chaperone_protein_FlgN|NC_011993|1106074|1106490	NC_011993	1106074	1106490	1106282
OG0001329:	1	LF82|1009|Anti-sigma-28_factor|NC_011993|1106495|1106788	NC_011993	1106495	1106788	1106641.5
OG0001330:	1	LF82|1011|Putative_proximal_rod_protein|NC_011993|1107678|1108094	NC_011993	1107678	1108094	1107886
OG0001331:	1	LF82|1012|Putative_proximal_rod_protein|NC_011993|1108098|1108502	NC_011993	1108098	1108502	1108300
OG0001332:	1	LF82|1013|Basal-body_rod_modification_protein_FlgD|NC_011993|1108514|1109209	NC_011993	1108514	1109209	1108861.5
OG0001333:	1	LF82|1015|Putative_proximal_rod_protein|NC_011993|1110459|1111214	NC_011993	1110459	1111214	1110836.5
OG0001334:	1	LF82|1016|Distal_rod_protein|NC_011993|1111386|1112168	NC_011993	1111386	1112168	1111777
OG0001335:	1	LF82|1017|Basal_body_L-ring_protein|NC_011993|1112221|1112919	NC_011993	1112221	1112919	1112570
OG0001336:	1	LF82|1018|Basal_body_P-ring_protein|NC_011993|1112931|1114028	NC_011993	1112931	1114028	1113479.5
OG0001337:	1	LF82|1019|Peptidoglycan_hydrolase_FlgJ|NC_011993|1114028|1114969	NC_011993	1114028	1114969	1114498.5
OG0001338:	1	LF82|1020|Flagellar_hook-associated_protein_1|NC_011993|1115035|1116678	NC_011993	1115035	1116678	1115856.5
OG0001339:	1	LF82|1024|Maf-like_protein_YceF|NC_011993|1122667|1123290	NC_011993	1122667	1123290	1122978.5
OG0001340:	1	LF82|1025|hypothetical_protein|NC_011993|1123450|1123971	NC_011993	1123450	1123971	1123710.5
OG0001341:	1	LF82|1026|50S_ribosomal_protein_L32|NC_011993|1124023|1124196	NC_011993	1124023	1124196	1124109.5
OG0001342:	1	LF82|1027|Phosphate_acyltransferase|NC_011993|1124307|1125347	NC_011993	1124307	1125347	1124827
OG0001343:	1	LF82|1028|3-oxoacyl-[acyl-carrier-protein]_synthase_3|NC_011993|1125415|1126368	NC_011993	1125415	1126368	1125891.5
OG0001344:	1	LF82|1029|Malonyl_CoA-acyl_carrier_protein_transacylase|NC_011993|1126384|1127313	NC_011993	1126384	1127313	1126848.5
OG0001345:	1	LF82|1030|3-oxoacyl-[acyl-carrier-protein]_reductase_FabG|NC_011993|1127326|1128060	NC_011993	1127326	1128060	1127693
OG0001346:	1	LF82|1031|Acyl_carrier_protein|NC_011993|1128271|1128507	NC_011993	1128271	1128507	1128389
OG0001347:	1	LF82|1033|Aminodeoxychorismate_lyase|NC_011993|1129956|1130765	NC_011993	1129956	1130765	1130360.5
OG0001348:	1	LF82|1034|putative_aminodeoxychorismate_lyase|NC_011993|1130768|1131790	NC_011993	1130768	1131790	1131279
OG0001349:	1	LF82|1035|Thymidylate_kinase|NC_011993|1131780|1132421	NC_011993	1131780	1132421	1132100.5
OG0001350:	1	LF82|1036|DNA_polymerase_III_subunit_delta'|NC_011993|1132418|1133422	NC_011993	1132418	1133422	1132920
OG0001351:	1	LF82|1037|putative_deoxyribonuclease_YcfH|NC_011993|1133433|1134230	NC_011993	1133433	1134230	1133831.5
OG0001352:	1	LF82|1040|HIT-like_protein_HinT|NC_011993|1138541|1138900	NC_011993	1138541	1138900	1138720.5
OG0001353:	1	LF82|1042|Lipoprotein_activator_of_PBP_from_the_outer_membrane_B|NC_011993|1139294|1139935	NC_011993	1139294	1139935	1139614.5
OG0001354:	1	LF82|1043|Thiamine_kinase|NC_011993|1139916|1140740	NC_011993	1139916	1140740	1140328
OG0001355:	1	LF82|1044|Beta-hexosaminidase|NC_011993|1140751|1141776	NC_011993	1140751	1141776	1141263.5
OG0001356:	1	LF82|1045|putative_esterase|NC_011993|1141799|1142341	NC_011993	1141799	1142341	1142070
OG0001357:	1	LF82|1046|NADH_dehydrogenase|NC_011993|1142741|1144045	NC_011993	1142741	1144045	1143393
OG0001358:	1	LF82|1047|Surface_antigen|NC_011993|1144272|1144811	NC_011993	1144272	1144811	1144541.5
OG0001359:	1	LF82|1050|putative_L	NA	NA	NA	NA
OG0001359:	1	D-transpeptidase_YcfS_precursor|NC_011993|1146086|1147045	1147045	NA	NA	NA
OG0001360:	1	LF82|1055|Lipoprotein-releasing_system_transmembrane_protein_LolE|NC_011993|1153998|1155236	NC_011993	1153998	1155236	1154617
OG0001361:	1	LF82|1056|N-acetyl-D-glucosamine_kinase|NC_011993|1155265|1156176	NC_011993	1155265	1156176	1155720.5
OG0001362:	1	LF82|1057|NAD-dependent_protein_deacylase|NC_011993|1156192|1157013	NC_011993	1156192	1157013	1156602.5
OG0001363:	1	LF82|1061|Inner_membrane_ABC_transporter_permease_protein_YdcV|NC_011993|1159498|1160292	NC_011993	1159498	1160292	1159895
OG0001364:	1	LF82|1062|Spermidine/putrescine_transport_system_permease_protein_PotB|NC_011993|1160289|1161146	NC_011993	1160289	1161146	1160717.5
OG0001365:	1	LF82|1063|Spermidine/putrescine_import_ATP-binding_protein_PotA|NC_011993|1161130|1162266	NC_011993	1161130	1162266	1161698
OG0001366:	1	LF82|1065|50S_ribosomal_protein_L16_arginine_hydroxylase|NC_011993|1163791|1164912	NC_011993	1163791	1164912	1164351.5
OG0001367:	1	LF82|1066|Sensor_protein_PhoQ|NC_011993|1164988|1166448	NC_011993	1164988	1166448	1165718
OG0001368:	1	LF82|1068|Adenylosuccinate_lyase|NC_011993|1167289|1168659	NC_011993	1167289	1168659	1167974
OG0001369:	1	LF82|1069|High_frequency_lysogenization_protein_HflD|NC_011993|1168663|1169304	NC_011993	1168663	1169304	1168983.5
OG0001370:	1	LF82|1071|Phosphatase_NudJ|NC_011993|1170500|1170961	NC_011993	1170500	1170961	1170730.5
OG0001371:	1	LF82|1072|Ribosomal_large_subunit_pseudouridine_synthase_E|NC_011993|1170971|1171624	NC_011993	1170971	1171624	1171297.5
OG0001372:	1	LF82|1142|Phage_envelope_protein|NC_011993|1223451|1223855	NC_011993	1223451	1223855	1223653
OG0001373:	1	LF82|1152|hypothetical_protein|NC_011993|1231261|1231590	NC_011993	1231261	1231590	1231425.5
OG0001374:	1	LF82|1153|hypothetical_protein|NC_011993|1231600|1231884	NC_011993	1231600	1231884	1231742
OG0001375:	1	LF82|1155|Cell_division_topological_specificity_factor|NC_011993|1233234|1233500	NC_011993	1233234	1233500	1233367
OG0001376:	1	LF82|1156|Cell_division_inhibitor_MinD|NC_011993|1233504|1234316	NC_011993	1233504	1234316	1233910
OG0001377:	1	LF82|1157|Septum_site-determining_protein_MinC|NC_011993|1234340|1235035	NC_011993	1234340	1235035	1234687.5
OG0001378:	1	LF82|1159|Inhibitor_of_g-type_lysozyme_precursor|NC_011993|1236026|1236427	NC_011993	1236026	1236427	1236226.5
OG0001379:	1	LF82|1160|YcgL_domain_protein|NC_011993|1236669|1236962	NC_011993	1236669	1236962	1236815.5
OG0001380:	1	LF82|1161|Ureidoglycolate_lyase|NC_011993|1237034|1237693	NC_011993	1237034	1237693	1237363.5
OG0001381:	1	LF82|1162|hypothetical_protein|NC_011993|1237785|1238231	NC_011993	1237785	1238231	1238008
OG0001382:	1	LF82|1165|Disulfide_oxidoreductase|NC_011993|1240756|1241286	NC_011993	1240756	1241286	1241021
OG0001383:	1	LF82|1166|Sodium/proton_antiporter_NhaB|NC_011993|1241432|1242973	NC_011993	1241432	1242973	1242202.5
OG0001384:	1	LF82|1167|Fatty_acid_metabolism_regulator_protein|NC_011993|1243195|1243914	NC_011993	1243195	1243914	1243554.5
OG0001385:	1	LF82|1168|SpoVR_family_protein|NC_011993|1244077|1245609	NC_011993	1244077	1245609	1244843
OG0001386:	1	LF82|1169|D-amino_acid_dehydrogenase_small_subunit|NC_011993|1245939|1247237	NC_011993	1245939	1247237	1246588
OG0001387:	1	LF82|1170|Alanine_racemase	NA	NA	NA	NA
OG0001387:	1	_catabolic|NC_011993|1247247|1248317	1248317	NA	NA	NA
OG0001388:	1	LF82|1171|potassium/proton_antiporter|NC_011993|1248374|1250110	NC_011993	1248374	1250110	1249242
OG0001389:	1	LF82|1173|Endo-type_membrane-bound_lytic_murein_transglycosylase_A_precursor|NC_011993|1251219|1251830	NC_011993	1251219	1251830	1251524.5
OG0001390:	1	LF82|1174|Cyclic_di-GMP_binding_protein_YcgR|NC_011993|1251832|1252566	NC_011993	1251832	1252566	1252199
OG0001391:	1	LF82|1175|Transglycosylase_associated_protein|NC_011993|1252767|1253021	NC_011993	1252767	1253021	1252894
OG0001392:	1	LF82|1183|PTS-dependent_dihydroxyacetone_kinase	NA	NA	NA	NA
OG0001392:	1	_phosphotransferase_subunit_DhaM|NC_011993|1261851|1263269	1263269	NA	NA	NA
OG0001393:	1	LF82|1184|PTS-dependent_dihydroxyacetone_kinase	NA	NA	NA	NA
OG0001393:	1	_ADP-binding_subunit_DhaL|NC_011993|1263280|1263912	1263912	NA	NA	NA
OG0001394:	1	LF82|1185|PTS-dependent_dihydroxyacetone_kinase	NA	NA	NA	NA
OG0001394:	1	_dihydroxyacetone-binding_subunit_DhaK|NC_011993|1263923|1264993	1264993	NA	NA	NA
OG0001395:	1	LF82|1187|Ribosome-binding_ATPase_YchF|NC_011993|1267545|1268636	NC_011993	1267545	1268636	1268090.5
OG0001396:	1	LF82|1188|Peptidyl-tRNA_hydrolase|NC_011993|1268753|1269337	NC_011993	1268753	1269337	1269045
OG0001397:	1	LF82|1189|hypothetical_protein|NC_011993|1269615|1269893	NC_011993	1269615	1269893	1269754
OG0001398:	1	LF82|1190|Dicarboxylic_acid_uptake_system_A|NC_011993|1269948|1271600	NC_011993	1269948	1271600	1270774
OG0001399:	1	LF82|1191|Ribose-phosphate_pyrophosphokinase|NC_011993|1271752|1272765	NC_011993	1271752	1272765	1272258.5
OG0001400:	1	LF82|1192|4-diphosphocytidyl-2-C-methyl-D-erythritol_kinase|NC_011993|1272850|1273701	NC_011993	1272850	1273701	1273275.5
OG0001401:	1	LF82|1194|Glutamyl-tRNA_reductase|NC_011993|1274538|1275794	NC_011993	1274538	1275794	1275166
OG0001402:	1	LF82|1196|Release_factor_glutamine_methyltransferase|NC_011993|1276918|1277751	NC_011993	1276918	1277751	1277334.5
OG0001403:	1	_SirB|NC_011993|1277748|1278140	1278140	NA	NA	NA
OG0001403:	1	LF82|1197|Invasion_gene_expression_up-regulator	NA	NA	NA	NA
OG0001404:	1	LF82|1199|2-dehydro-3-deoxyphosphooctonate_aldolase|NC_011993|1278989|1279843	NC_011993	1278989	1279843	1279416
OG0001405:	1	LF82|1201|Calcium/proton_antiporter|NC_011993|1280505|1281605	NC_011993	1280505	1281605	1281055
OG0001406:	1	LF82|1202|Cation_transport_regulator_ChaB|NC_011993|1281875|1282105	NC_011993	1281875	1282105	1281990
OG0001407:	1	LF82|1203|putative_protein_involved_in_cation_transport|NC_011993|1282242|1282958	NC_011993	1282242	1282958	1282600
OG0001408:	1	LF82|1204|sulfur_relay_protein_TusD/DsrE|NC_011993|1283002|1283355	NC_011993	1283002	1283355	1283178.5
OG0001409:	1	LF82|1205|Invasin|NC_011993|1283540|1284934	NC_011993	1283540	1284934	1284237
OG0001410:	1	LF82|1206|Nitrate/nitrite_response_regulator_protein_NarL|NC_011993|1284935|1285585	NC_011993	1284935	1285585	1285260
OG0001411:	1	LF82|1208|hypothetical_protein|NC_011993|1287400|1287618	NC_011993	1287400	1287618	1287509
OG0001412:	1	LF82|1209|Nitrite_facilitator_1|NC_011993|1287713|1289104	NC_011993	1287713	1289104	1288408.5
OG0001413:	1	LF82|1212|Redox_enzyme_maturation_protein_NarJ|NC_011993|1294772|1295482	NC_011993	1294772	1295482	1295127
OG0001414:	1	LF82|1221|Formyltetrahydrofolate_deformylase|NC_011993|1303709|1304551	NC_011993	1303709	1304551	1304130
OG0001415:	1	LF82|1222|preprotein_translocase_subunit_SecA|NC_011993|1304601|1305059	NC_011993	1304601	1305059	1304830
OG0001416:	1	LF82|1223|NTE_family_protein_RssA|NC_011993|1305133|1306077	NC_011993	1305133	1306077	1305605
OG0001417:	1	LF82|1225|UTP--glucose-1-phosphate_uridylyltransferase|NC_011993|1307384|1308292	NC_011993	1307384	1308292	1307838
OG0001418:	1	LF82|1226|Pathogenesis_protein_KcpA|NC_011993|1308436|1308849	NC_011993	1308436	1308849	1308642.5
OG0001419:	1	LF82|1227|Thymidine_kinase|NC_011993|1309453|1310070	NC_011993	1309453	1310070	1309761.5
OG0001420:	1	LF82|1229|Aldehyde-alcohol_dehydrogenase|NC_011993|1311528|1314203	NC_011993	1311528	1314203	1312865.5
OG0001421:	1	LF82|1230|inner_membrane_protein|NC_011993|1314680|1315327	NC_011993	1314680	1315327	1315003.5
OG0001422:	1	LF82|1234|Oligopeptide_transport_system_permease_protein_OppB|NC_011993|1317782|1318702	NC_011993	1317782	1318702	1318242
OG0001423:	1	LF82|1235|Oligopeptide_transport_system_permease_protein_OppC|NC_011993|1318717|1319625	NC_011993	1318717	1319625	1319171
OG0001424:	1	LF82|1236|Stage_0_sporulation_protein_KD|NC_011993|1319637|1320650	NC_011993	1319637	1320650	1320143.5
OG0001425:	1	LF82|1237|Stage_0_sporulation_protein_KE|NC_011993|1320647|1321651	NC_011993	1320647	1321651	1321149
OG0001426:	1	LF82|1240|Voltage-gated_potassium_channel_Kch|NC_011993|1323899|1325152	NC_011993	1323899	1325152	1324525.5
OG0001427:	1	LF82|1241|YciI-like_protein|NC_011993|1325453|1325749	NC_011993	1325453	1325749	1325601
OG0001428:	1	LF82|1242|transport_protein_TonB|NC_011993|1325973|1326692	NC_011993	1325973	1326692	1326332.5
OG0001429:	1	LF82|1243|putative_acyl-CoA_thioester_hydrolase|NC_011993|1326732|1327130	NC_011993	1326732	1327130	1326931
OG0001430:	1	LF82|1244|putative_intracellular_septation_protein_A|NC_011993|1327235|1327774	NC_011993	1327235	1327774	1327504.5
OG0001431:	1	LF82|1245|hypothetical_protein|NC_011993|1327804|1328547	NC_011993	1327804	1328547	1328175.5
OG0001432:	1	LF82|1246|Outer_membrane_protein_W_precursor|NC_011993|1328903|1329541	NC_011993	1328903	1329541	1329222
OG0001433:	1	LF82|1250|Tryptophan_synthase_alpha_chain|NC_011993|1331298|1332104	NC_011993	1331298	1332104	1331701
OG0001434:	1	LF82|1251|Tryptophan_synthase_beta_chain|NC_011993|1332104|1333297	NC_011993	1332104	1333297	1332700.5
OG0001435:	1	LF82|1252|Tryptophan_biosynthesis_protein_TrpCF|NC_011993|1333309|1334667	NC_011993	1333309	1334667	1333988
OG0001436:	1	LF82|1253|Anthranilate_synthase_component_II|NC_011993|1334671|1336266	NC_011993	1334671	1336266	1335468.5
OG0001437:	1	LF82|1255|Histidinol_phosphatase_of_the_PHP_family_protein|NC_011993|1338102|1338983	NC_011993	1338102	1338983	1338542.5
OG0001438:	1	LF82|1256|t(6)A37_threonylcarbamoyladenosine_biosynthesis_protein_RimN|NC_011993|1338980|1339600	NC_011993	1338980	1339600	1339290
OG0001439:	1	LF82|1258|Ribosomal_large_subunit_pseudouridine_synthase_B|NC_011993|1341730|1342605	NC_011993	1341730	1342605	1342167.5
OG0001440:	1	LF82|1260|putative_oxidoreductase_YciK|NC_011993|1343232|1343990	NC_011993	1343232	1343990	1343611
OG0001441:	1	LF82|1261|putative_protease_SohB|NC_011993|1344210|1345259	NC_011993	1344210	1345259	1344734.5
OG0001442:	1	LF82|1262|hypothetical_protein|NC_011993|1345295|1345546	NC_011993	1345295	1345546	1345420.5
OG0001443:	1	LF82|1268|GTP_cyclohydrolase-2|NC_011993|1353434|1354024	NC_011993	1353434	1354024	1353729
OG0001444:	1	LF82|1269|Phosphatidylglycerophosphatase_B|NC_011993|1354194|1354958	NC_011993	1354194	1354958	1354576
OG0001445:	1	LF82|1270|Inner_membrane_protein_YciS|NC_011993|1355107|1355415	NC_011993	1355107	1355415	1355261
OG0001446:	1	LF82|1271|tetratricopeptide_repeat_protein|NC_011993|1355422|1356591	NC_011993	1355422	1356591	1356006.5
OG0001447:	1	LF82|1272|Orotidine_5'-phosphate_decarboxylase|NC_011993|1356722|1357519	NC_011993	1356722	1357519	1357120.5
OG0001448:	1	LF82|1273|translation_initiation_factor_Sui1|NC_011993|1357519|1357845	NC_011993	1357519	1357845	1357682
OG0001449:	1	LF82|1274|Osmotically-inducible_lipoprotein_B_precursor|NC_011993|1357971|1358189	NC_011993	1357971	1358189	1358080
OG0001450:	1	LF82|1275|Glucitol_operon_repressor|NC_011993|1358458|1359207	NC_011993	1358458	1359207	1358832.5
OG0001451:	1	LF82|1276|hypothetical_protein|NC_011993|1359297|1359470	NC_011993	1359297	1359470	1359383.5
OG0001452:	1	LF82|1278|Exoribonuclease_2|NC_011993|1361837|1363771	NC_011993	1361837	1363771	1362804
OG0001453:	1	LF82|1280|Enoyl-[acyl-carrier-protein]_reductase_[NADH]_FabI|NC_011993|1365111|1365899	NC_011993	1365111	1365899	1365505
OG0001454:	1	D-dipeptide_transport_ATP-binding_protein_DdpD|NC_011993|1374724|1375716	1375716	NA	NA	NA
OG0001454:	1	LF82|1287|putative_D	NA	NA	NA	NA
OG0001455:	1	LF82|1289|Peptide_transport_system_permease_protein_SapB|NC_011993|1376593|1377558	NC_011993	1376593	1377558	1377075.5
OG0001456:	1	LF82|1291|hypothetical_protein|NC_011993|1379511|1379756	NC_011993	1379511	1379756	1379633.5
OG0001457:	1	LF82|1294|Phage_shock_protein_A|NC_011993|1381326|1381994	NC_011993	1381326	1381994	1381660
OG0001458:	1	LF82|1295|Phage_shock_protein_B|NC_011993|1382048|1382272	NC_011993	1382048	1382272	1382160
OG0001459:	1	LF82|1296|Phage_shock_protein_C|NC_011993|1382272|1382631	NC_011993	1382272	1382631	1382451.5
OG0001460:	1	LF82|1297|Phage_shock_protein_D|NC_011993|1382640|1382861	NC_011993	1382640	1382861	1382750.5
OG0001461:	1	LF82|1298|Thiosulfate_sulfurtransferase_PspE_precursor|NC_011993|1382936|1383250	NC_011993	1382936	1383250	1383093
OG0001462:	1	LF82|1311|putative_ATPase|NC_011993|1397301|1398698	NC_011993	1397301	1398698	1397999.5
OG0001463:	1	LF82|1312|hypothetical_protein|NC_011993|1398695|1399756	NC_011993	1398695	1399756	1399225.5
OG0001464:	1	LF82|1313|Transcriptional_regulatory_protein_TyrR|NC_011993|1399904|1401445	NC_011993	1399904	1401445	1400674.5
OG0001465:	1	LF82|1314|Thiol_peroxidase|NC_011993|1401489|1401995	NC_011993	1401489	1401995	1401742
OG0001466:	1	LF82|1316|murein_peptide_amidase_A|NC_011993|1403054|1403782	NC_011993	1403054	1403782	1403418
OG0001467:	1	LF82|1320|Periplasmic_murein_peptide-binding_protein_precursor|NC_011993|1407076|1408689	NC_011993	1407076	1408689	1407882.5
OG0001468:	1	LF82|1321|MscS_family_inner_membrane_protein_YnaI|NC_011993|1408740|1409771	NC_011993	1408740	1409771	1409255.5
OG0001469:	1	LF82|1322|hypothetical_protein|NC_011993|1410015|1410272	NC_011993	1410015	1410272	1410143.5
OG0001470:	1	LF82|1323|Universal_stress_protein_E|NC_011993|1410322|1411272	NC_011993	1410322	1411272	1410797
OG0001471:	1	LF82|1324|Fumarate_and_nitrate_reduction_regulatory_protein|NC_011993|1411424|1412176	NC_011993	1411424	1412176	1411800
OG0001472:	1	LF82|1325|Methylated-DNA--protein-cysteine_methyltransferase|NC_011993|1412371|1412886	NC_011993	1412371	1412886	1412628.5
OG0001473:	1	LF82|1330|putative_diguanylate_cyclase_YdaM|NC_011993|1415786|1417018	NC_011993	1415786	1417018	1416402
OG0001474:	1	LF82|1331|Zinc_transport_protein_ZntB|NC_011993|1417273|1418256	NC_011993	1417273	1418256	1417764.5
OG0001475:	1	LF82|1333|ATP-independent_RNA_helicase_DbpA|NC_011993|1418734|1420107	NC_011993	1418734	1420107	1419420.5
OG0001476:	1	LF82|1334|tRNA_2-thiocytidine_biosynthesis_protein_TtcA|NC_011993|1420236|1421171	NC_011993	1420236	1421171	1420703.5
OG0001477:	0.089365817018929	LF82|1527|Integrase|NC_011993|1628958|1630238	NC_011993	1628958	1630238	1629598
OG0001478:	0.777618602803293	LF82|1519|hypothetical_protein|NC_011993|1624476|1624712	NC_011993	1624476	1624712	1624594
OG0001479:	1	LF82|1336|Universal_stress_protein_F|NC_011993|1423498|1423932	NC_011993	1423498	1423932	1423715
OG0001480:	1	LF82|1338|Pyruvate-flavodoxin_oxidoreductase|NC_011993|1425572|1429096	NC_011993	1425572	1429096	1427334
OG0001481:	1	LF82|1339|Putative_hemolysin|NC_011993|1429370|1429636	NC_011993	1429370	1429636	1429503
OG0001482:	1	LF82|1340|Heat_shock_protein_HslJ|NC_011993|1429633|1430055	NC_011993	1429633	1430055	1429844
OG0001483:	1	LF82|1341|D-lactate_dehydrogenase|NC_011993|1430166|1431155	NC_011993	1430166	1431155	1430660.5
OG0001484:	1	LF82|1342|Dicarboxylate_transport|NC_011993|1431363|1434002	NC_011993	1431363	1434002	1432682.5
OG0001485:	1	LF82|1343|hypothetical_protein|NC_011993|1433999|1434184	NC_011993	1433999	1434184	1434091.5
OG0001486:	1	LF82|1344|hypothetical_protein|NC_011993|1434192|1434518	NC_011993	1434192	1434518	1434355
OG0001487:	0.186675118992215	LF82|1345|putative_autotransporter_precursor|NC_011993|1434894|1442474	NC_011993	1434894	1442474	1438684
OG0001488:	1	LF82|1351|FMN-dependent_NADH-azoreductase|NC_011993|1448486|1449091	NC_011993	1448486	1449091	1448788.5
OG0001489:	1	LF82|1352|ATP-dependent_RNA_helicase_HrpB|NC_011993|1449292|1453194	NC_011993	1449292	1453194	1451243
OG0001490:	1	LF82|1354|Lactaldehyde_dehydrogenase|NC_011993|1454464|1455903	NC_011993	1454464	1455903	1455183.5
OG0001491:	1	LF82|1356|Cytochrome_b-561|NC_011993|1457078|1457608	NC_011993	1457078	1457608	1457343
OG0001492:	1	LF82|1359|Cat_operon_transcriptional_regulator|NC_011993|1458691|1459614	NC_011993	1458691	1459614	1459152.5
OG0001493:	1	LF82|1360|hypothetical_protein|NC_011993|1459831|1461174	NC_011993	1459831	1461174	1460502.5
OG0001494:	1	LF82|1362|hypothetical_protein|NC_011993|1463194|1463418	NC_011993	1463194	1463418	1463306
OG0001495:	1	LF82|1363|Ribosomal-protein-serine_acetyltransferase|NC_011993|1463481|1464020	NC_011993	1463481	1464020	1463750.5
OG0001496:	1	LF82|1366|Tellurite_methyltransferase|NC_011993|1466105|1466698	NC_011993	1466105	1466698	1466401.5
OG0001497:	1	LF82|1367|hypothetical_protein|NC_011993|1467001|1467669	NC_011993	1467001	1467669	1467335
OG0001498:	1	LF82|1368|Inner_membrane_protein_YdcO|NC_011993|1467704|1468876	NC_011993	1467704	1468876	1468290
OG0001499:	1	LF82|1369|HTH-type_transcriptional_regulator_SinR|NC_011993|1468968|1469504	NC_011993	1468968	1469504	1469236
OG0001500:	1	LF82|1370|putative_protease_YhbU_precursor|NC_011993|1469535|1471538	NC_011993	1469535	1471538	1470536.5
OG0001501:	1	LF82|1371|hypothetical_protein|NC_011993|1471630|1471800	NC_011993	1471630	1471800	1471715
OG0001502:	1	LF82|1372|putative_HTH-type_transcriptional_regulator_YdcR|NC_011993|1472354|1473760	NC_011993	1472354	1473760	1473057
OG0001503:	1	LF82|1373|Putrescine-binding_periplasmic_protein_precursor|NC_011993|1474005|1475150	NC_011993	1474005	1475150	1474577.5
OG0001504:	1	LF82|1374|Spermidine/putrescine_import_ATP-binding_protein_PotA|NC_011993|1475168|1476181	NC_011993	1475168	1476181	1475674.5
OG0001505:	1	LF82|1376|Inner_membrane_ABC_transporter_permease_protein_YdcV|NC_011993|1477113|1477907	NC_011993	1477113	1477907	1477510
OG0001506:	1	LF82|1377|Gamma-aminobutyraldehyde_dehydrogenase|NC_011993|1477929|1479353	NC_011993	1477929	1479353	1478641
OG0001507:	1	LF82|1379|hypothetical_protein|NC_011993|1479999|1480232	NC_011993	1479999	1480232	1480115.5
OG0001508:	1	LF82|1380|Inner_membrane_protein_YdcZ|NC_011993|1480233|1480682	NC_011993	1480233	1480682	1480457.5
OG0001509:	1	LF82|1381|N-acyltransferase_YncA|NC_011993|1480679|1481197	NC_011993	1480679	1481197	1480938
OG0001510:	1	LF82|1382|Iron(III)_dicitrate_transport_protein_FecA|NC_011993|1481678|1483780	NC_011993	1481678	1483780	1482729
OG0001511:	1	LF82|1383|PQQ-dependent_catabolism-associated_beta-propeller_protein|NC_011993|1484022|1485083	NC_011993	1484022	1485083	1484552.5
OG0001512:	1	LF82|1384|General_aromatic_amino_acid_permease|NC_011993|1485196|1486695	NC_011993	1485196	1486695	1485945.5
OG0001513:	1	LF82|1402|Redox_enzyme_maturation_protein_NarW|NC_011993|1503753|1504448	NC_011993	1503753	1504448	1504100.5
OG0001514:	0.470588235294118	LF82|1405|Nitrite_facilitator_2|NC_011993|1509824|1511212	NC_011993	1509824	1511212	1510518
OG0001515:	1	LF82|1414|Alcohol_dehydrogenase	NA	NA	NA	NA
OG0001515:	1	_propanol-preferring|NC_011993|1518165|1519175	1519175	NA	NA	NA
OG0001516:	1	LF82|1417|Biofilm-dependent_modulation_protein|NC_011993|1521402|1521617	NC_011993	1521402	1521617	1521509.5
OG0001517:	1	LF82|1418|Peroxiredoxin_OsmC|NC_011993|1521962|1522393	NC_011993	1521962	1522393	1522177.5
OG0001518:	1	D-dipeptide_transport_system_permease_protein_DdpC|NC_011993|4387722|4388555	4388555	NA	NA	NA
OG0001518:	1	LF82|4045|putative_D	NA	NA	NA	NA
OG0001519:	1	LF82|1420|Alpha-galactosidase|NC_011993|1525548|1526867	NC_011993	1525548	1526867	1526207.5
OG0001520:	1	LF82|1421|Extreme_acid_sensitivity_protein|NC_011993|1526998|1528533	NC_011993	1526998	1528533	1527765.5
OG0001521:	1	LF82|1448|Altronate_oxidoreductase|NC_011993|1556103|1557554	NC_011993	1556103	1557554	1556828.5
OG0001522:	1	LF82|1453|HTH-type_transcriptional_regulator_GltR|NC_011993|1562176|1563057	NC_011993	1562176	1563057	1562616.5
OG0001523:	1	LF82|1455|inner_membrane_protein|NC_011993|1564611|1565276	NC_011993	1564611	1565276	1564943.5
OG0001524:	1	LF82|1458|hypothetical_protein|NC_011993|1566358|1566576	NC_011993	1566358	1566576	1566467
OG0001525:	1	LF82|1466|putative_transporter|NC_011993|1573947|1575134	NC_011993	1573947	1575134	1574540.5
OG0001526:	1	LF82|1467|hypothetical_protein|NC_011993|1575261|1575356	NC_011993	1575261	1575356	1575308.5
OG0001527:	1	LF82|1468|Diguanylate_cyclase_YdeH|NC_011993|1575575|1576465	NC_011993	1575575	1576465	1576020
OG0001528:	1	LF82|1470|NADP-dependent_3-hydroxy_acid_dehydrogenase_YdfG|NC_011993|1579154|1579900	NC_011993	1579154	1579900	1579527
OG0001529:	1	LF82|1471|putative_HTH-type_transcriptional_regulator_YdfH|NC_011993|1579989|1580675	NC_011993	1579989	1580675	1580332
OG0001530:	1	LF82|1472|Putative_selenoprotein_YdfZ|NC_011993|1580853|1581056	NC_011993	1580853	1581056	1580954.5
